Index,Date,Year,Country,Area,Location,Injury,lat,lng,success,lookupstring,failedstrings,confidence,match loop
820,1868-01-04,1868.0,AUSTRALIA,South Australia,Belfast (now Port Fairy),"No injury to occupants, shark's teeth embedded in keel",-38.0,142.0,Yes,"Belfast (now Port Fairy), AUSTRALIA",,1.0,4.0
821,1863-12-14,1863.0,GUINEA,Conakry Region,Ile de Loss,FATAL Most of leg torn away . . .  Buried on Island of DeLoss on the west coast of Africa,,,Yes,"Ile de Loss, Conakry Region, GUINEA",,0.5,
822,1863-07-09,1863.0,USA,Hawaii,Palama,Hand severed by noosed shark PROVOKED INCIDENT,20.0,-155.0,Duplicate,"Hawaii, USA",,0.42525,5.0
823,1857-05-05,1857.0,USA,Florida,"Cape Sable, Monroe County",FATAL,25.0,-81.0,Yes,"Cape Sable, Monroe County, Florida, USA",,1.0,1.0
824,1832-01-23,1832.0,AUSTRALIA,New South Wales,Sydney,Laceration to leg,-34.0,151.0,Duplicate,"Sydney, New South Wales, AUSTRALIA",,,1.0
825,1791-01-01,1791.0,AUSTRALIA,New South Wales,Port Jackson,"FATAL, bitten in two",-34.0,151.0,Yes,"Port Jackson, New South Wales, AUSTRALIA",,1.0,1.0
826,,1700.0,FRANCE,,Nice,FATAL,44.0,7.0,Duplicate,"Nice, FRANCE",,,1.0
827,2023-06-08,2023.0,EGYPT,Red Sea Protectorate,"Dream Beach, Hurguda",Fatal,27.0,34.0,Yes,"Dream Beach, Hurguda, Red Sea Protectorate, EGYPT",,1.0,1.0
828,2023-03-25,2023.0,USA,Florida,"Blue Fish Channel, Key West, Monroe County",Lacertions to right calf,25.0,-82.0,Yes,"Key West, Monroe County, Florida, USA",,1.0,2.0
829,2022-10-28,2022.0,USA,Louisiana,25 mikes from Empire,Minor injuries to hands,29.0,-90.0,Yes,"25 mikes from Empire, Louisiana, USA",,1.0,1.0
830,2022-10-23,2022.0,AUSTRALIA,South Australia,Seacliff,"No injury, ski holed by shark",-35.0,139.0,Yes,"Seacliff, South Australia, AUSTRALIA",,1.0,1.0
831,2021-12-25,2021.0,NEW ZEALAND,South Island,Pororari River,Laceration to big toe,-42.0,171.0,Yes,"Pororari River, South Island, NEW ZEALAND",,1.0,1.0
832,2021-09-09,2021.0,USA,Florida,"Ponce Inlet, Volusia County",Minor injury to right arm,29.0,-81.0,Duplicate,"Ponce Inlet, Volusia County, Florida, USA",,,1.0
833,2021-08-07,2021.0,AUSTRALIA,Queensland,North Stradbroke Island,"No Injury, jet ski bitten PROVOKED INCIDENT",-28.0,153.0,Yes,"North Stradbroke Island, Queensland, AUSTRALIA",,1.0,1.0
834,2021-07-30,2021.0,USA,Florida,"Ponce Inlet, Volusia County",Hands bitten while attempting to unhook shark               PROVOKED INCIDENT,29.0,-81.0,Duplicate,"Ponce Inlet, Volusia County, Florida, USA",,,1.0
835,2021-07-14,2021.0,SOUTH AFRICA,Eastern Cape Province,Jeffrey's Bay,Injuries to leg and torso,-34.0,25.0,Yes,"Jeffrey's Bay, Eastern Cape Province, SOUTH AFRICA",,0.81,1.0
836,2021-05-21,2021.0,AUSTRALIA,Western Australia,Quondong Beach,Lacerations to right hand and forearm,-25.0,121.0,Duplicate,"Western Australia, AUSTRALIA",,0.63,5.0
837,2021-05-18,2021.0,AUSTRALIA,New South Wales,Turncurry Beach,FATAL,-32.0,147.0,Duplicate,"New South Wales, AUSTRALIA",,0.0,5.0
838,2021-03-30,2021.0,USA,Florida,"Vero Beach, Indian River County",Cuts to both feet,28.0,-80.0,Yes,"Vero Beach, Indian River County, Florida, USA",,1.0,1.0
839,2021-01-23,2021.0,AUSTRALIA,New South Wales,Lake Macquarie,Severe lacerations to left arm,-33.0,152.0,Yes,"Lake Macquarie, New South Wales, AUSTRALIA",,1.0,1.0
840,2020-07-13,2020.0,AUSTRALIA,Queensland,Fitzroy Island,Injury to lower left leg and ankle,-17.0,146.0,Yes,"Fitzroy Island, Queensland, AUSTRALIA",,1.0,1.0
841,2020-05-30,2020.0,AUSTRALIA,Queensland,Lucinda,"No injury, swim fin bitten",-19.0,146.0,Yes,"Lucinda, Queensland, AUSTRALIA",,1.0,1.0
842,2019-10-05,2019.0,USA,California,"Ship Rock near Catalina, Los Angeles County","No injury, shark bit kayak",33.0,-118.0,Yes,"Ship Rock near Catalina, Los Angeles County, California, USA",,0.81,1.0
843,2019-06-16,2019.0,USA,Georgia,"Wilmington River, Chatham County",Arc of lacerations to bicep,32.0,-81.0,Yes,"Wilmington River, Chatham County, Georgia, USA",,1.0,1.0
844,2019-02-02,2019.0,SOUTH AFRICA,KwaZulu-Natal,Mtunzini,"No  injury to occupants, shark bit pontoon causing it to deflate.",-29.0,32.0,Duplicate,"Mtunzini, KwaZulu-Natal, SOUTH AFRICA",,,1.0
845,2019-02-02,2019.0,USA,Florida,Key Biscayne,Right wrist and hand injured,26.0,-80.0,Yes,"Key Biscayne, Florida, USA",,1.0,1.0
846,2018-10-24,2018.0,AUSTRALIA,Western Australia,"Guillotines surf break, Shire of Augusta Margaret River",Knocked off board by a  shark.   No injury,-34.0,115.0,Yes,"Shire of Augusta Margaret River, Western Australia, AUSTRALIA",,0.81,2.0
847,2018-10-19,2018.0,AUSTRALIA,New South Wales,Samurai Beach,Injury to upper right arm,-33.0,152.0,Yes,"Samurai Beach, AUSTRALIA",,0.81,4.0
848,2018-09-29,2018.0,USA,California,"Beacons Beach, San Diego County",Traumatic injuries to upper torso,33.0,-117.0,Duplicate,"San Diego County, California, USA",,0.0,2.0
849,2017-11-24,2017.0,USA,California,"Stillwater Cove, Monterey County",Right leg bitten,36.0,-121.0,Yes,"Monterey County, California, USA",,0.9,2.0
850,2017-10-21,2017.0,NEW ZEALAND,North Island,"Off Tapuna Beach, Auckand","No injury, shark shook kayak x3",-39.0,176.0,Yes,"Auckand, North Island, NEW ZEALAND",,1.0,2.0
851,2017-08-05,2017.0,EGYPT,Red Sea Protectorate,Marsa Ghalib,Bite to right leg/hip,31.0,27.0,Yes,"Marsa Ghalib, Red Sea Protectorate, EGYPT",,0.9,1.0
852,2017-04-12,2017.0,USA,Florida,St. Augustine,Lacerations to right foot,30.0,-81.0,Yes,"St. Augustine, Florida, USA",,1.0,1.0
853,2016-12-19,2016.0,SOUTH AFRICA,Western Cape Province,"Keurbooms Lagoon, Plettenberg Bay","No injury, but ski severely damaged",-34.0,23.0,Duplicate,"Plettenberg Bay, Western Cape Province, SOUTH AFRICA",,0.0,2.0
854,2016-10-29,2016.0,USA,Florida,Mayport Naval Station  Duval County,Lacerations to right hand,30.0,-81.0,Yes,"Mayport Naval Station  Duval County, USA",,0.9,4.0
855,2016-07-23,2016.0,AUSTRALIA,Tasmania,Clifton Beach,Calf bumped but no injury,-43.0,148.0,Yes,"Clifton Beach, Tasmania, AUSTRALIA",,1.0,1.0
856,2016-05-15,2016.0,USA,Florida,"Boca Raton, Palm Beach County",Arm grabbed PROVOKED INCIDENT,26.0,-80.0,Yes,"Boca Raton, Palm Beach County, Florida, USA",,1.0,1.0
857,2016-04-25,2016.0,INDONESIA,Bali,Balian,Elbow bitten,-9.0,115.0,Yes,"Balian, Bali, INDONESIA",,1.0,1.0
858,2016-01-24,2016.0,UNITED ARAB EMIRATES,Fujairah Emirate,35 miles off Fujairah,"No injury to occupants, shark leapt into boat",25.0,56.0,Yes,"35 miles off Fujairah, Fujairah Emirate, UNITED ARAB EMIRATES",,0.9,1.0
859,2015-09-20,2015.0,USA,Florida,"Fernandina Beach, Amelia Island, Nassau County",Significant injuries to leg,31.0,-81.0,Yes,"Fernandina Beach, Amelia Island, Nassau County, Florida, USA",,1.0,1.0
860,2015-09-01,2015.0,THAILAND,Phuket,Karon Beach,Left foot & ankle bitten,8.0,98.0,Yes,"Karon Beach, Phuket, THAILAND",,0.9,1.0
861,2015-07-04,2015.0,USA,North Carolina,"Off Surf City, Pender County",Lacerations to right hand & forearm,34.0,-78.0,Yes,"Off Surf City, Pender County, North Carolina, USA",,1.0,1.0
862,2015-04-25,2015.0,AUSTRALIA,South Australia,Fishery Bay,Leg severed at mid-thigh,-35.0,136.0,Yes,"Fishery Bay, South Australia, AUSTRALIA",,1.0,1.0
863,2014-12-28,2014.0,USA,California,"Montaña de Oro State Park, San Luis Obispo County",Injury to hip/leg,35.0,-121.0,Yes,"Montaña de Oro State Park, San Luis Obispo County, California, USA",,0.9,1.0
864,2014-12-15,2014.0,AUSTRALIA,Queensland,Rudder Reef,FATAL,-30.0,153.0,Yes,"Rudder Reef, AUSTRALIA",,0.9,4.0
865,2014-10-19,2014.0,USA,California,"Leadbetter Beach, Santa Barbara County","No injury to occupant, canoe bitten",34.0,-120.0,Yes,"Leadbetter Beach, Santa Barbara County, California, USA",,1.0,1.0
866,2014-08-27,2014.0,USA,North Carolina,"Figure Eight Island,  New Hanover County",Laceration to left hand,34.0,-78.0,Yes,"Figure Eight Island,  New Hanover County, North Carolina, USA",,0.9,1.0
867,2014-06-17,2014.0,AUSTRALIA,Western Australia,Horizontal Falls,Lacerations to right hand by captive shark PROVOKED INCIDENT,-16.0,124.0,Yes,"Horizontal Falls, Western Australia, AUSTRALIA",,1.0,1.0
868,2014-05-04,2014.0,SOUTH AFRICA,Western Cape Province,Simonstown,4-inch laceration to arm,-34.0,18.0,Yes,"Simonstown, Western Cape Province, SOUTH AFRICA",,0.9,1.0
869,2014-03-22,2014.0,USA,Florida,Delray Beach,Lacerations to left forearm,26.0,-80.0,Yes,"Delray Beach, Florida, USA",,1.0,1.0
870,2014-02-20,2014.0,FRENCH POLYNESIA,Society Islands,Huahine,Lacerations to lower leg,-23.0,-149.0,Yes,"Huahine, FRENCH POLYNESIA",,1.0,4.0
871,2013-12-05,2013.0,AUSTRALIA,New South Wales,"Shelly Beach, near Port Macquarie","Puncture wounds to hand, laceration to leg",-31.0,153.0,Yes,"Shelly Beach, near Port Macquarie, New South Wales, AUSTRALIA",,1.0,1.0
872,2013-11-12,2013.0,AUSTRALIA,Western Australia,"Trigg Beach, Perth","No injury, board bumped by shark",-32.0,116.0,Duplicate,"Perth, Western Australia, AUSTRALIA",,0.0,2.0
873,2013-07-30,2013.0,USA,South Carolina,"Isle of Palms, Charleston County",Foot bitten,33.0,-80.0,Yes,"Isle of Palms, Charleston County, South Carolina, USA",,1.0,1.0
874,2013-04-17,2013.0,USA,Florida,"Near Boynton Beach, Palm Beach County",Lacerations to right foot,27.0,-80.0,Yes,"Near Boynton Beach, Palm Beach County, Florida, USA",,1.0,1.0
875,2013-03-21,2013.0,BAHAMAS,Eleuthera,Savannah Sound,Left foot bitten,25.0,-76.0,Yes,"Savannah Sound, Eleuthera, BAHAMAS",,1.0,1.0
876,2013-01-13,2013.0,NEW ZEALAND,Mercury Islands,Great Mercury Island,Minor cut on finger,-37.0,176.0,Yes,"Great Mercury Island, Mercury Islands, NEW ZEALAND",,1.0,1.0
877,2012-07-30,2012.0,USA,Massachusetts,"Ballston Beach, Truro, Cape Cod",Lacerations to both legs below the knees,42.0,-70.0,Yes,"Ballston Beach, Truro, Cape Cod, Massachusetts, USA",,1.0,1.0
878,2012-06-26,2012.0,USA,Hawaii,"Kahana Beach, Maui",Laceration to left calf,22.0,-158.0,Yes,"Kahana Beach, Maui, Hawaii, USA",,0.9,1.0
879,2012-03-14,2012.0,USA,Florida,"New Smyrna Beach, Volusia County",Bitten on ankle,29.0,-81.0,Duplicate,"New Smyrna Beach, Volusia County, Florida, USA",,,1.0
880,2011-09-24,2011.0,USA,South Carolina,"North Myrtle Beach, Horry County",Laceration to left thigh,34.0,-79.0,Yes,"North Myrtle Beach, Horry County, South Carolina, USA",,1.0,1.0
881,2011-09-11,2011.0,PAPUA NEW GUINEA,Central Province,"Hula, near Port Moresby",Lacerations to right leg,-9.0,147.0,Yes,"Hula, near Port Moresby, Central Province, PAPUA NEW GUINEA",,1.0,1.0
882,2011-04-26,2011.0,USA,Florida,"Riviera Beach, Palm Beach County",Calf bitten,27.0,-80.0,Duplicate,"Riviera Beach, Palm Beach County, Florida, USA",,,1.0
883,2010-08-10,2010.0,SOUTH KOREA,Jeju Province,Jeju Island,Lacerations to left lower leg,33.0,127.0,Yes,"Jeju Island, Jeju Province, SOUTH KOREA",,0.81,1.0
884,2010-07-04,2010.0,SOUTH AFRICA,KwaZulu-Natal,"Two Mile Reef, Sodwana Bay",Left leg bitten,-28.0,33.0,Yes,"Two Mile Reef, Sodwana Bay, KwaZulu-Natal, SOUTH AFRICA",,1.0,1.0
885,2010-06-15,2010.0,VIETNAM,Binh Dinh Province,Quy Nhon,Laceration to left foot,14.0,109.0,Duplicate,"Quy Nhon, Binh Dinh Province, VIETNAM",,,1.0
886,2010-06-01,2010.0,USA,Florida,"Ponte Vedra Beach, St Johns County",Lacerations to left foot,30.0,-81.0,Duplicate,"Ponte Vedra Beach, St Johns County, Florida, USA",,,1.0
887,2010-02-13,2010.0,AUSTRALIA,Queensland,"Dent Island, Whitsundays",Lacerations to legs & buttocks,-20.0,149.0,Yes,"Dent Island, Whitsundays, Queensland, AUSTRALIA",,1.0,1.0
888,2009-10-09,2009.0,USA,California,"San Onofre State Beach, San Diego County",Laceration to shin of left leg,33.0,-117.0,Duplicate,"San Diego County, California, USA",,0.7290000000000001,2.0
889,2009-09-26,2009.0,USA,Florida,"Key Colony Beach, Monroe County",Laceration to right foot,25.0,-81.0,Yes,"Key Colony Beach, Monroe County, Florida, USA",,1.0,1.0
890,2009-07-29,2009.0,VIETNAM,Binh Dinh Province,Quy Nhon,Foot bitten,14.0,109.0,Duplicate,"Quy Nhon, Binh Dinh Province, VIETNAM",,,1.0
891,2009-05-16,2009.0,USA,Florida,"New Smyrna Beach, Volusia County",Lacerations to right hand,29.0,-81.0,Duplicate,"New Smyrna Beach, Volusia County, Florida, USA",,,1.0
892,2009-04-19,2009.0,USA,Florida,"Carlin Park, Jupiter Inlet",Left foot bitten,27.0,-80.0,Yes,"Jupiter Inlet, Florida, USA",,0.9,2.0
893,2009-01-24,2009.0,AUSTRALIA,New South Wales,"Surf Beach, Batemans Bay",Hand injured,-36.0,150.0,Yes,"Surf Beach, Batemans Bay, New South Wales, AUSTRALIA",,1.0,1.0
894,2008-11-06,2008.0,PHILIPPINES,Luzon,"off Paoay, Ilocos Norte Province",Torso & righ arm bitten FATAL,18.0,121.0,Yes,"Ilocos Norte Province, Luzon, PHILIPPINES",,0.9,2.0
895,2008-09-07,2008.0,AUSTRALIA,New South Wales,"Clarks Beach, Byron Bay",Shark became tangled in his surfboard leash. The surfer was not injured,-29.0,154.0,Yes,"Clarks Beach, Byron Bay, New South Wales, AUSTRALIA",,1.0,1.0
896,2008-08-30,2008.0,AUSTRALIA,New South Wales,"Tallow Beach, Byron Bay","No injury, bumped off board by the shark",-29.0,154.0,Yes,"Tallow Beach, Byron Bay, New South Wales, AUSTRALIA",,1.0,1.0
897,2008-05-24,2008.0,MEXICO,Guerro,Playa Linda,Lacerations to right forearm and hand,15.0,-92.0,Yes,"Playa Linda, MEXICO",,1.0,4.0
898,2008-05-14,2008.0,FIJI,Yasawa Islands,Turtle Island,FATAL,-18.0,177.0,Yes,"Turtle Island, Yasawa Islands, FIJI",,1.0,1.0
899,2008-02-15,2008.0,USA,Florida,"Ponce Inlet, Volusia County",Lacerations to foot,29.0,-81.0,Duplicate,"Ponce Inlet, Volusia County, Florida, USA",,,1.0
900,2007-09-03,2007.0,USA,Florida,"Fort Lauderdale, Broward County",3 laceration to left forearm,26.0,-80.0,Duplicate,"Fort Lauderdale, Broward County, Florida, USA",,,1.0
901,2007-06-25,2007.0,USA,Florida,"New Smyrna Beach, Volusia County",6 to 8 puncture wounds to right hand,29.0,-81.0,Duplicate,"New Smyrna Beach, Volusia County, Florida, USA",,,1.0
902,2006-12-11,2006.0,NEW ZEALAND,North Island,"Raglan, Manu Bay",Foot bitten,-47.0,168.0,Yes,"Manu Bay, North Island, NEW ZEALAND",,1.0,2.0
903,2006-07-09,2006.0,USA,Florida,"New Smyrna Beach, Volusia County",Dorsum of left foot bitten,29.0,-81.0,Duplicate,"New Smyrna Beach, Volusia County, Florida, USA",,,1.0
904,2005-12-21,2005.0,USA,Hawaii,"Keawakapu Beach, Maui",Left hand bitten,21.0,-156.0,Yes,"Keawakapu Beach, Maui, Hawaii, USA",,0.9,1.0
905,2005-08-21,2005.0,USA,South Carolina,"34th Avenue North, Myrtle Beach, Horry County",Bitten underneath left arm,34.0,-79.0,Yes,"34th Avenue North, Myrtle Beach, Horry County, South Carolina, USA",,1.0,1.0
906,2005-07-17,2005.0,CHINA,Shanghai,"Ocean World, Changfeng Park",2 small cuts on right ear & head when he collided with the captive shark. PROVOKED INCIDENT,31.0,121.0,Yes,"Shanghai, CHINA",,1.0,5.0
907,2004-11-11,2004.0,VANUATU,Malampa Province,Malakula (Malakula Island),Thigh bitten,-16.0,167.0,Yes,"Malakula (Malakula Island), Malampa Province, VANUATU",,0.9,1.0
908,2004-01-01,2004.0,AUSTRALIA,Western Australia,Redgate Beach,No inury,-34.0,115.0,Yes,"Redgate Beach, Western Australia, AUSTRALIA",,1.0,1.0
909,2003-09-14,2003.0,USA,Florida,"New Smyrna Beach, Volusia County",Left foot: lacerations on heel and sole,29.0,-81.0,Duplicate,"New Smyrna Beach, Volusia County, Florida, USA",,,1.0
910,2003-08-29,2003.0,USA,Texas,1.5 miles off Surfside,PROVOKED INCIDENT Hooked shark pulled onboard bit his arm,29.0,-95.0,Yes,"1.5 miles off Surfside, Texas, USA",,1.0,1.0
911,2003-04-23,2003.0,BRAZIL,Pernambuco,"Pau Amarelo Beach, Paulista District (17 km from Recife)","Hand & foot lacerated,  lower left leg severely bitten, necessitating surgical amputation",-8.0,-35.0,Yes,"Pau Amarelo Beach, Paulista District (17 km from Recife), Pernambuco, BRAZIL",,1.0,1.0
912,2003-04-11,2003.0,VENEZUELA,Nueva Esparta,"El Yaqu, Isla de Margarita","Right foot bitten, left leg severed",11.0,-64.0,Yes,"Isla de Margarita, Nueva Esparta, VENEZUELA",,0.9,2.0
913,2003-02-27,2003.0,NEW ZEALAND,Southland,East side of Bench Island in the Foveaux Strait,Arm lacerated (shark made 3 strikes),-46.0,168.0,Yes,"Southland, NEW ZEALAND",,1.0,5.0
914,2002-11-14,2002.0,TURKS AND CAICOS,Caicos Bank,French Cay,"Right upper am, shoulder & back severely  bitten",16.0,-86.0,Yes,"French Cay, TURKS AND CAICOS",,1.0,4.0
915,2001-09-15,2001.0,USA,Florida,A quarter mile north of Fort Pierce Inlet,"2 lacerations on lower back, punctures on buttock",29.0,-81.0,Duplicate,"Florida, USA",,0.0,5.0
916,2001-08-19,2001.0,USA,Florida,"Wilbur-by-the-Sea, Volusia County",Left foot lacerated,29.0,-81.0,Yes,"Wilbur-by-the-Sea, Volusia County, Florida, USA",,1.0,1.0
917,2001-08-04,2001.0,BAHAMAS,Grand Bahama Island,Freeport,"Leg bitten, later surgically amputated above the knee",27.0,-79.0,Yes,"Freeport, Grand Bahama Island, BAHAMAS",,0.81,1.0
918,2001-04-12,2001.0,USA,Florida,"New Smyrna Beach / Waveland, Volusia County",Foot lacerated,29.0,-81.0,Duplicate,"Florida, USA",,0.0,5.0
919,2000-11-04,2000.0,USA,California,"1/4 to 1/2 m north of the jetty at Bunkers, Eureka, Humboldt County",Both thighs bitten,41.0,-124.0,Yes,"1/4 to 1/2 m north of the jetty at Bunkers, Eureka, Humboldt County, California, USA",,1.0,1.0
920,2000-10-09,2000.0,USA,Florida,"Lake Worth Inlet/West Palm Beach, Palm Beach County",Foot lacerated,27.0,-80.0,Yes,"Lake Worth Inlet/West Palm Beach, Palm Beach County, Florida, USA",,0.9,1.0
921,2000-07-12,2000.0,TONGA,Minerva Reef,Treated at Nuku-alofa,Left arm bitten,,,Yes,"Treated at Nuku-alofa, Minerva Reef, TONGA",,0.0,
922,2000-06-30,2000.0,PAPUA NEW GUINEA,Madang Province,"Long Island near Madang, about 500 km (310 miles) north of the South Pacific nation's capital of Port Moresby",FATAL,-5.0,146.0,Duplicate,"Madang Province, PAPUA NEW GUINEA",,0.0,5.0
923,2000-06-19,2000.0,USA,Florida,"Seminole Avenue, Ormond Beach, Volusia County",Right ankle lacerated,29.0,-81.0,Yes,"Seminole Avenue, Ormond Beach, Volusia County, Florida, USA",,1.0,1.0
924,1999-11-01,1999.0,MARSHALL ISLANDS,Alinglaplap Atoll,Island J4H,Lacerations to leg,7.0,171.0,Yes,"Alinglaplap Atoll, MARSHALL ISLANDS",,0.9,5.0
925,1999-01-01,1999.0,SOUTH AFRICA,Western Cape Province,"Hospital Rock, Dyers Island",Heel lacerated,-34.0,21.0,Duplicate,"Western Cape Province, SOUTH AFRICA",,0.0,5.0
926,1998-01-14,1998.0,MOZAMBIQUE,Maputo Province,Ponta do Ouro,Leg bitten,-27.0,33.0,Duplicate,"Ponta do Ouro, Maputo Province, MOZAMBIQUE",,,1.0
927,1996-07-10,1996.0,USA,Florida,"New Smyrna Beach, Volusia County",Right foot bitten,29.0,-81.0,Duplicate,"New Smyrna Beach, Volusia County, Florida, USA",,,1.0
928,1996-02-19,1996.0,USA,Missouri,St. Louis,5 punctures to hand from captive shark PROVOKED INCIDENT,39.0,-90.0,Yes,"St. Louis, Missouri, USA",,1.0,1.0
929,1995-08-26,1995.0,USA,Florida,"Ponce de Leon Inlet, Volusia County",4 puncture wounds on right pinky finger,29.0,-81.0,Duplicate,"Ponce de Leon Inlet, Volusia County, Florida, USA",,,1.0
930,1995-08-07,1995.0,USA,Florida,"Ponce de Leon Inlet, Volusia County",Multiple bites on right leg and knee,29.0,-81.0,Duplicate,"Ponce de Leon Inlet, Volusia County, Florida, USA",,,1.0
931,1995-07-03,1995.0,USA,Mississippi,"Cat Island, Harrison County",Minor laceration to leg from a hooked shark PROVOKED INCIDENT,30.0,-89.0,Yes,"Cat Island, Harrison County, Mississippi, USA",,0.9,1.0
932,1994-12-18,1994.0,USA,Hawaii,"Kinikini, Mana, Kaua'i","No injury, shark bit surfboard",20.0,-156.0,Yes,"Kinikini, Mana, Kaua'i, Hawaii, USA",,1.0,1.0
933,1994-12-09,1994.0,USA,,1200 miles east of New Jersey,Sharks took some of the crew,,,Yes,,,0.125,
934,1994-12-01,1994.0,BRAZIL,Pernambuco,Paiva,FATAL,-8.0,-35.0,Yes,"Paiva, Pernambuco, BRAZIL",,1.0,1.0
935,1994-05-31,1994.0,USA,Florida,"Ponce Inlet, Volusia County",Foot lacerated,29.0,-81.0,Duplicate,"Ponce Inlet, Volusia County, Florida, USA",,,1.0
936,1994-02-27,1994.0,SOUTH AFRICA,Western Cape Province,Saxon Reef,Swim fin bitten,-34.0,21.0,Duplicate,"Western Cape Province, SOUTH AFRICA",,0.35720999999999997,5.0
937,1993-09-16,1993.0,EL SALVADOR,La Libertad,El Cocal Beach,"FATAL, arms & legs bitten, then drowned",13.0,-89.0,Duplicate,"La Libertad, EL SALVADOR",,0.0,5.0
938,1993-06-09,1993.0,AUSTRALIA,New South Wales,"Julian Rocks, Byron Bay",FATAL,-29.0,154.0,Yes,"Julian Rocks, Byron Bay, New South Wales, AUSTRALIA",,1.0,1.0
939,1992-06-19,1992.0,VANUATU,Malampa Province,"Port Sandwich, Malakula",Right leg was bitten above and below the knee and an artery was punctured,,,Yes,"Port Sandwich, Malakula, Malampa Province, VANUATU",,0.63,
940,1991-10-12,1991.0,USA,Florida,"Melbourne Beach, Brevard County",Right foot & ankle lacerated,28.0,-81.0,Duplicate,"Melbourne Beach, Brevard County, Florida, USA",,,1.0
941,1989-01-26,1989.0,USA,California,"Latigo Point / Paradise Cove,west of Malibu, Los Angeles County","FATAL, thigh bitten, hands lacerated",34.0,-119.0,Yes,"Latigo Point / Paradise Cove,west of Malibu, Los Angeles County, California, USA",,1.0,1.0
942,1987-10-11,1987.0,SOUTH AFRICA,Western Cape Province,"Seal Island, False Bay",Left thigh & calf lacerated,-34.0,19.0,Duplicate,"Seal Island, False Bay, Western Cape Province, SOUTH AFRICA",,,1.0
943,1987-05-25,1987.0,USA,South Carolina,"Myrtle Beach, Horry County",6 cut to thigh,34.0,-79.0,Duplicate,"Myrtle Beach, Horry County, South Carolina, USA",,,1.0
944,1986-11-19,1986.0,USA,Florida,"Indiatlantic, Brevard County",Laceration to dorsum of left foot,28.0,-81.0,Duplicate,"Indiatlantic, Brevard County, Florida, USA",,,1.0
945,1986-01-01,1986.0,USA,California,"Linda Mar Beach, Pedro Point, San Mateo County","No injury, foot bumped",38.0,-123.0,Yes,"Pedro Point, San Mateo County, California, USA",,1.0,2.0
